35.263245,-106.371644,5,1500
35.260888,-106.357209,5,1500
35.25523,-106.36356,5,1500
35.234246,-106.36587,5,1500
35.225992,-106.40369,5,1500
35.231888,-106.410041,5,1500
35.200282,-106.408309,5,1500
35.181879,-106.393008,5,1500
35.17126,-106.376552,5,1500
35.139867,-106.35028,5,1500
35.168664,-106.342197,5,1500
35.14813,-106.326896,5,1500
35.221039,-106.334979,5,1500
35.171732,-106.33267,5,1500
35.268195,-106.408309,5,1500
35.207359,-106.318235,5,1500
35.182823,-106.349703,5,1500
35.246008,-106.345025,5,1500
35.116928,-106.377984,5,1500
35.121983,-106.342965,5,1500
35.184299,-106.327516,5,1500
35.147533,-106.361505,5,1500
35.240119,-106.335756,5,1500
35.268435,-106.330262,5,1500
35.269837,-106.344682,5,1500
35.150901,-106.377641,5,1500
35.231707,-106.359102,5,1500
35.242082,-106.323739,5,1500
35.171671,-106.327173,5,1500
35.195523,-106.404763,5,1500
35.174800,-106.524654,5,1500
